date,type,operator,fatalities,location,country,cat,year,FatalFlag
11-APR-2008,Antonov An-32B,Kata Air Transport,8,Chisinau Airport...,Moldova,A1,2008,1
11-APR-2008,Dornier Do 28D-2 Skyservant,private,0,near Tumeremo,Venezuela,A1,2008,0
15-APR-2008,DC-9-51,Hewa Bora Airways,40,Goma Airport (GOM),D.R. Congo,A1,2008,1
15-APR-2008,Cessna 560XL Citation Excel,NetJets,0,White Plains-Wes...,USA,A2,2008,0
16-APR-2008,Antonov An-32,Equatorial Guinea National Guard,13,near AnnobÃ³n Island,Eq. Guinea,A1,2008,1
19-APR-2008,Cessna 510 Citation Mustang,California Natural Products,0,Carlsbad-McClell...,USA,A2,2008,0
20-APR-2008,Ilyushin Il-62M,Cubana,0,Santo Domingo-La...,Dominican Rep.,A1,2008,0
21-APR-2008,Embraer EMB-110P1 Bandeirante,Rico Linhas AÃ©reas,0,"Coari Airport, A...",Brazil,A2,2008,0
21-APR-2008,Ilyushin Il-76M,Russian AF,0,Rogachevo Air Base,Russia,A1,2008,0
22-APR-2008,BAe-146-200,"Romavia, op.for Carpatair",0,Bucharest-Otopen...,Romania,A1,2008,0
28-APR-2008,Cessna 208B Grand Caravan,AIM Air,0,Doro Airstrip,South Sudan,A1,2008,0
28-APR-2008,DHC-3T Texas Turbine Otter,Talkeetna Air Taxi,0,"near Talkeetna, AK",USA,A2,2008,0
29-APR-2008,Fokker 50,Blue Bird Aviation,0,Wajir Airport (WJR),Kenya,A2,2008,0
29-APR-2008,Beech B200 Super King Air,Private,0,Harare Airport (...,Zimbabwe,A2,2008,0
30-APR-2008,Cessna 560XL Citation Excel,AT&T Alascom,0,Port Heiden Airp...,USA,A2,2008,0
01-MAY-2008,Saab 340A,Prince Edward Air,0,St. John's Airpo...,Canada,A2,2008,0
02-MAY-2008,Beech 1900C,"Flex Air, op.for Southern Sudan Air Connection",21,near Rumbek,South Sudan,A1,2008,1
04-MAY-2008,Airbus A321-231,Airblue,0,Quetta Airport (...,Pakistan,A2,2008,0
08-MAY-2008,ATR 42-320,FedEx,0,Greensboro/High ...,USA,O1,2008,0
08-MAY-2008,ATR 42-320,FedEx,0,Greensboro/High ...,USA,O1,2008,0
09-MAY-2008,Cessna 208B Super Cargomaster,"FedEx, opb CSA Air",0,"Ada, MI",USA,A1,2008,0
10-MAY-2008,Antonov An-2R,Victor Avia,1,near Ulmeni,Romania,A1,2008,1
16-MAY-2008,DHC-3T/M601 Turbine Otter,Adventure Air,0,"Lac du Bonnet, MB",Canada,A2,2008,0
20-MAY-2008,Antonov An-2R,"Avialesookhrana, op.for Krasnoyarskaya Baza Lesoohrani",0,near Boguchany,Russia,A2,2008,0
21-MAY-2008,Beech T-1A Jayhawk,USAF,0,near Lubbock Preston ...,USA,A1,2008,0
23-MAY-2008,Beech 1900C,Alpine Aviation,1,near Billings-Logan I...,USA,A1,2008,1
25-MAY-2008,Boeing 747-209F,Kalitta Air,0,Brussel-Zaventem...,Belgium,A1,2008,0
26-MAY-2008,Antonov An-12BP,Moskovia Airlines,9,near Chelyabinsk Airp...,Russia,A1,2008,1
26-MAY-2008,Antonov An-32B,GLBC,0,Goma Airport (GOM),D.R. Congo,A1,2008,0
29-MAY-2008,Cessna 750 Citation X,Buckle,0,Kearney Regional...,USA,O1,2008,0
30-MAY-2008,Airbus A320-233,TACA,5,Tegucigalpa-Tonc...,Honduras,A1,2008,1
01-JUN-2008,Cessna 208B Grand Caravan,SkyDive Greensburg,0,Greensburg-Decat...,USA,A2,2008,0
07-JUN-2008,Antonov An-2R,private,2,Novoternovskiy,Russia,A1,2008,1
07-JUN-2008,Cessna 208B Grand Caravan,Patagonia Airlines,1,near La Junta,Chile,A2,2008,1
08-JUN-2008,DHC-6 Twin Otter 300,Waha Oil Company,0,Sidra Airstrip,Libya,A1,2008,0
10-JUN-2008,Airbus A310-324,Sudan Airways,30,Khartoum-Civil A...,Sudan,A1,2008,1
12-JUN-2008,Learjet 35A,"FAI Air Service, op.for UN",0,Kisangani-Bangok...,D.R. Congo,A1,2008,0
15-JUN-2008,Harbin Yunshuji Y-12 II,China Flying Dragon,3,near Chifeng,China,A1,2008,1
15-JUN-2008,CASA C-212 Aviocar 200,Turbine Services,0,Mathiang Airfield,South Sudan,A2,2008,0
15-JUN-2008,Antonov An-2T,AÃ©roclub Paris-Est,0,"near Betz, Oise",France,A1,2008,0
18-JUN-2008,DHC-6 Twin Otter 100,Wiggins Airways,1,Hyannis-Barnstab...,USA,A1,2008,1
21-JUN-2008,Antonov An-2R,Air Patrol,0,Krems-Langenlois...,Austria,A1,2008,0
22-JUN-2008,DHC-8-402Q Dash 8,SkyWork Airlines,0,Berne-Belp Airpo...,Switzerland,A2,2008,0
26-JUN-2008,CASA/Nurtanio NC-212 Aviocar,Indonesian AF,18,near Tegal Lilin,Indonesia,A1,2008,1
27-JUN-2008,Antonov An-2,Avialesookhrana,5,near Gryzlov,Russia,A1,2008,1
27-JUN-2008,Antonov An-12BK,Juba Air Cargo,7,near Malakal,South Sudan,A1,2008,1
27-JUN-2008,Dornier 328-110,"US Airways Express, opb PSA Airlines",0,"San Marcos,TX",USA,O1,2008,0
27-JUN-2008,Lockheed C-130H2 Hercules,USAF,0,near Baghdad Internat...,Iraq,A1,2008,0
28-JUN-2008,Boeing 767-281SF,ABX Air,0,San Francisco In...,USA,O1,2008,0
28-JUN-2008,Antonov An-2,Armavir,0,near Dmitrievskaya,Russia,A1,2008,0
30-JUN-2008,Ilyushin Il-76TD,Ababeel Aviation,4,near Khartoum-Civil A...,Sudan,A1,2008,1
30-JUN-2008,Tupolev Tu-154M,Aeroflot,0,Saint Petersburg...,Russia,A1,2008,0
01-JUL-2008,Cessna 208B Grand Caravan,TAM,0,"DivinÃ³polis, PA",Brazil,A2,2008,0
02-JUL-2008,DHC-6 Twin Otter 300,Chilean AF,3,near CochamÃ³,Chile,A1,2008,1
02-JUL-2008,Ilyushin Il-76TD,Click Airways International,0,near Zahedan,Iran,A2,2008,0
02-JUL-2008,Cessna 500 Citation I,Servicios AÃ©reos Permagas,0,Charallave-Ãsca...,Venezuela,A1,2008,0
03-JUL-2008,Antonov An-2,Aero Getics,0,Stefanesti,Romania,A1,2008,0
06-JUL-2008,DC-9-15F,USA Jet Airlines,1,near Saltillo-Plan de...,Mexico,A1,2008,1
07-JUL-2008,Boeing 747-209B (SF),"Kalitta Air, op.for Centurion Air Cargo",2,near BogotÃ¡-Eldorado...,Colombia,A1,2008,1
07-JUL-2008,Bombardier CRJ-701ER,"Delta Connection, opb ASA",0,Baton Rouge-Ryan...,USA,O1,2008,0
07-JUL-2008,Canadair CRJ-200ER,"Delta Connection, opb ASA",0,Baton Rouge-Ryan...,USA,O2,2008,0
07-JUL-2008,Canadair CRJ-200ER,"Delta Connection, opb ASA",0,Baton Rouge-Ryan...,USA,O2,2008,0
10-JUL-2008,Beech 99A,Aerocord,9,near Puerto Montt-Mar...,Chile,A1,2008,1
10-JUL-2008,Let L-410UVP-E9,SafariLink,0,Kichwa Tembo Air...,Kenya,A1,2008,0
14-JUL-2008,DHC-6 Twin Otter 300,Maldivian Air Taxi,0,North Ari Atoll,Maldives,A1,2008,0
14-JUL-2008,Boeing 737-282,Chanchangi Airlines,0,Port Harcourt Ai...,Nigeria,A1,2008,0
15-JUL-2008,Beech Beechjet 400A,LÃ­der TÃ¡xi AÃ©reo,0,SÃ£o JosÃ© dos C...,Brazil,A1,2008,0
16-JUL-2008,DHC-6 Twin Otter 300,North-Wright Airways,0,"Hook Lake, NWT",Canada,A2,2008,0
18-JUL-2008,Airbus A321-211,Thomas Cook Airlines,0,Manchester Airpo...,U.K.,A2,2008,0
22-JUL-2008,Boeing 727-227,Kelowna Flightcraft,0,Hamilton Airport...,Canada,A2,2008,0
23-JUL-2008,Fokker F-27 Friendship 400M,TAM,0,Estancia Esperan...,Bolivia,A1,2008,0
23-JUL-2008,Boeing 737-4M0,Garuda,0,Banjarmasin-Sjam...,Indonesia,A2,2008,0
25-JUL-2008,Boeing 747-438,Qantas,0,"near Manila, Philippines",Pacific Ocean,A2,2008,0
28-JUL-2008,Airbus A321-231,Monarch Airlines,0,Manchester Airpo...,U.K.,A2,2008,0
30-JUL-2008,Eclipse 500,My Aviation,0,West Chester-Bra...,USA,A1,2008,0
31-JUL-2008,BAe-125-800A,East Coast Jets,8,Owatonna Airport...,USA,A1,2008,1
31-JUL-2008,MD-88,Iberia,0,Wien-Schwechat I...,Austria,A1,2008,0
02-AUG-2008,Learjet 35A,Todo Para la Aeronautica,0,Guadalajara-Don ...,Mexico,A1,2008,0
03-AUG-2008,Boeing 747-481D,All Nippon,0,Bangkok-Don Muan...,Thailand,O1,2008,0
03-AUG-2008,Cessna 550 Citation II,Drug Plastics & Glass Company Inc,0,Reading Municipa...,USA,A1,2008,0
05-AUG-2008,Lockheed C-130H Hercules,United Arab Emirates AF,0,Bagram Air Base ...,Afghanistan,A1,2008,0
13-AUG-2008,Fokker F-27 Friendship 500,Fly540,3,near K-50 Airport,Somalia,A1,2008,1
16-AUG-2008,Dornier 228-202K,"Advanced Aviation, op.for Minair",0,Bangui Airport (...,C.A.R.,O1,2008,0
16-AUG-2008,BN-2B-21 Islander,Private,0,La Tortuga-Punta...,Venezuela,A2,2008,0
18-AUG-2008,Cessna 501 Citation I/SP,Corus Hardware Corporation,1,near Santo Domingo,Dominican Rep.,A1,2008,1
20-AUG-2008,DC-9-82 (MD-82),Spanair,154,Madrid-Barajas A...,Spain,A1,2008,1
22-AUG-2008,Beech A100 King Air,"Leavitt Group Wings, op.for Southwest Skin and Cancer",10,near Moab-Canyonlands...,USA,A1,2008,1
23-AUG-2008,DHC-8-301,AIRES Colombia,0,Barranquilla-Ern...,Colombia,A1,2008,0
24-AUG-2008,Boeing 737-219,"Itek Air, opf Iran Aseman Airlines",65,near Bishkek-Manas In...,Kyrgyzstan,A1,2008,1
24-AUG-2008,Cessna 208 Caravan I,AÃ©reo Ruta Maya,11,"near La Puente, CabaÃ...",Guatemala,A1,2008,1
24-AUG-2008,ATR 72-212A (ATR 72-500),Air Dolomiti,0,MÃ¼nchen-Franz J...,Germany,A2,2008,0
25-AUG-2008,Lockheed L-100-20 Hercules,Philippine AF,11,"near Barangay Bukana,...",Philippines,A1,2008,1
26-AUG-2008,Boeing 737-200,Sun Air Company,0,Kufrah Airport (...,Libya,H2,2008,0
27-AUG-2008,Boeing 737-2H6,Sriwijaya Air,1,Jambi-Sultan Tha...,Indonesia,A1,2008,1
29-AUG-2008,Antonov An-2R,Aero-Transit,0,"near Boguchany, Krasn...",Russia,A1,2008,0
30-AUG-2008,Boeing 737-291,Conviasa,3,near Toacaso,Ecuador,A1,2008,1
31-AUG-2008,Fairchild SA227-AC Metro III,McNeely Charter Service,0,"near Carlsbad, NM",USA,A2,2008,0
01-SEP-2008,Convair CV-580,Air Tahoma,3,near Columbus-Rickenb...,USA,A1,2008,1
01-SEP-2008,Beech 1900C-1,"CemAir, op.for Air Serv International",17,near Bukavu-Kavumu Ai...,D.R. Congo,A1,2008,1
01-SEP-2008,Cessna 560 Citation Encore,NetJets,0,Telluride Airpor...,USA,A2,2008,0
01-SEP-2008,Lockheed SP-2H Neptune,Neptune Aviation Services,3,near Reno-Stead Airpo...,USA,A1,2008,1
05-SEP-2008,DHC-4A Caribou,RAAF,0,Efogi Airport (EFG),P.N. Guinea,A1,2008,0
07-SEP-2008,Cessna 208B Grand Caravan,Tropic Air,0,near Belize City,Belize,A1,2008,0
10-SEP-2008,Antonov An-12B,Russian AF,0,Buturlinovka Air...,Russia,A2,2008,0
13-SEP-2008,DHC-6 Twin Otter 310,MASwings,0,Ba'kelalan Airpo...,Malaysia,A2,2008,0
14-SEP-2008,Boeing 737-505,Aeroflot-Nord,88,near Perm Airport (PEE),Russia,A1,2008,1
18-SEP-2008,Antonov An-24RV,EuroLine,0,Tbilisi Airport ...,Georgia,A1,2008,0
19-SEP-2008,Learjet 60,Global Exec Aviation,4,Columbia Metropo...,USA,A1,2008,1
21-SEP-2008,Cessna 208 Caravan,Unknown,4,near Pedernales,Dominican Rep.,A1,2008,1
22-SEP-2008,Fokker F-28 Fellowship 4000,ICARO,0,Quito-Mariscal S...,Ecuador,A1,2008,0
25-SEP-2008,Beech A200 Super King Air,Dynamic Aviation Group Inc,0,Bridgewater Air ...,USA,A2,2008,0
25-SEP-2008,Boeing 737-322,United Airlines,0,Chicago-O'Hare I...,USA,I1,2008,0
29-SEP-2008,Antonov An-12BK,Angolan AF,0,Luanda Airport (...,Angola,A1,2008,0
29-SEP-2008,DHC-5D Buffalo,Trident Aviation,0,Lokichoggio Airp...,Kenya,A1,2008,0
01-OCT-2008,Boeing 737-3Y0,KD Avia,0,Kaliningrad-Khra...,Russia,A1,2008,0
05-OCT-2008,BN-2A-26 Islander,private,9,near Barberton,South Africa,A1,2008,1
07-OCT-2008,Airbus A330-303,Qantas,0,"near Learmonth, WA, A...",Indian Ocean,A2,2008,0
08-OCT-2008,DHC-6 Twin Otter 300,Yeti Airlines,18,Lukla-Tenzing-Hi...,Nepal,A1,2008,1
12-OCT-2008,Beech 100 King Air,Woolie Enterprises,1,"near Bauru Airport, S...",Brazil,A1,2008,1
16-OCT-2008,Boeing 737-2H4,Rutaca,0,Caracas-SimÃ³n B...,Venezuela,A1,2008,0
16-OCT-2008,CASA C-212 Aviocar 300,South African AF,0,Bloemspruit Air ...,South Africa,A2,2008,0
19-OCT-2008,Dassault Falcon 20F,Syrianair,0,Damascus Interna...,Syria,A2,2008,0
20-OCT-2008,Airbus A320-232,United Airlines,0,Phoenix-Sky Harb...,USA,A2,2008,0
21-OCT-2008,Lockheed P-3C Orion,US Navy,0,Bagram Air Base ...,Afghanistan,A1,2008,0
27-OCT-2008,Boeing 747-228F (SCD),Cargo B Airlines,0,Brussel-Zaventem...,Belgium,A1,2008,0
01-NOV-2008,Cessna 208B Grand Caravan,AAA Investments,0,near Nyala Lodge Airs...,South Africa,A2,2008,0
01-NOV-2008,CASA C-212 Aviocar 200,Arctic Transportation Services,0,"near Toksook Bay, AK ...",USA,A2,2008,0
03-NOV-2008,Beech 200 Super King Air,Private,1,near Punta Chivato Ai...,Mexico,A1,2008,1
04-NOV-2008,Learjet 45,Mexican Government,16,near Mexico City-Beni...,Mexico,A1,2008,1
06-NOV-2008,Dornier 328-110,Express Air,0,Fak Fak Airport ...,Indonesia,A1,2008,0
06-NOV-2008,Antonov An-2P,Naryan-Mar Air Enterprise,0,near Verkhnyaya Pesha...,Russia,A1,2008,0
10-NOV-2008,Boeing 737-8AS (WL),Ryanair,0,Roma-Ciampino Ai...,Italy,A1,2008,0
10-NOV-2008,Antonov An-12B,Veteran Airline,0,Pointe Noire Air...,Congo,A1,2008,0
11-NOV-2008,Beech 100 King Air,National Aviation,0,Stony Rapids Air...,Canada,A1,2008,0
13-NOV-2008,Antonov An-12B,British Gulf International Airlines,7,near Al-Taqaddum Air ...,Iraq,A1,2008,1
22-NOV-2008,Beech A100 King Air,SkyNorth Air,0,near Gods Lake Narrow...,Canada,A1,2008,0
23-NOV-2008,Beech B200 Super King Air,JC Showsa (Banda Calypso),2,near Recife-Guararape...,Brazil,A1,2008,1
27-NOV-2008,Airbus A320-232,"Air New Zealand, op.for XL Airways Germany",7,near Canet-Plage,France,A1,2008,1
27-NOV-2008,BAe 3112 Jetstream 31,Northwestern Air,0,Fort Smith Airpo...,Canada,A1,2008,0
28-NOV-2008,Dassault Falcon 900EX,Eurofly Service,0,Brindisi-Papola ...,Italy,A1,2008,0
07-DEC-2008,Learjet 23,", op.for Tlaxcala State Government",2,near Atlangatepec Air...,Mexico,A1,2008,1
12-DEC-2008,Let L-410UVP-E,SEARCA,0,CapurganÃ¡ Airpo...,Colombia,A1,2008,0
12-DEC-2008,DHC-6 Twin Otter 300,Aviastar Mandiri,0,Ewer Airport (EWE),Indonesia,A2,2008,0
13-DEC-2008,Dornier 228-202,Summit Air Charters,0,near Cambridge Bay Ai...,Canada,A1,2008,0
15-DEC-2008,BN-2A Trislander Mk.III-2,LÃ­nea AÃ©rea PuertorriqueÃ±a,12,"Caribbean Sea, o...",Atlantic Ocean,A1,2008,1
18-DEC-2008,Rockwell Sabreliner 60,CESA Cargo,0,Celaya-CapitÃ¡n ...,Mexico,O1,2008,0
18-DEC-2008,Beech 200 Super King Air,Ferox Investment,0,Lanseria Airport...,South Africa,A2,2008,0
19-DEC-2008,BN-2A-20 Islander,Air Vanuatu,2,near Olpoi-Lajmoli Ai...,Vanuatu,A1,2008,1
20-DEC-2008,Boeing 737-524,Continental Air Lines,0,Denver Internati...,USA,A1,2008,0
21-DEC-2008,Dassault Falcon 20C,Ameristar Jet Charter,0,Chautauqua Count...,USA,A1,2008,0
23-DEC-2008,Raytheon 390 Premier I,CNS Corporation,0,Lewistown-Sharpe...,USA,A1,2008,0
??-???-2008,Antonov An-12B,East Wing,0,N'Djamena Airpor...,Chad,A1,2008,0
02-JAN-2009,Antonov An-12BP,British Gulf International Airlines,0,Sharjah Airport ...,U.A.E.,A1,2009,0
03-JAN-2009,Learjet 45XR,Aero Jet Services,0,Telluride Region...,USA,A1,2009,0
04-JAN-2009,Cessna 650 Citation VII,Aero Cabo,0,Vancouver Intern...,Canada,A2,2009,0
04-JAN-2009,Cessna 550 Citation II,"JODA, op.for Caribair",0,Wilmington-New H...,USA,A1,2009,0
04-JAN-2009,Basler Turbo 67 (DC-3T),ALCI Aviation,0,Tony Camp,Antarctica,A2,2009,0
09-JAN-2009,Cessna 208 Caravan I,Peruvian Army,0,near Intuto,Peru,A1,2009,0
11-JAN-2009,Xian MA60,Zest Airways,0,Caticlan-Malay A...,Philippines,A1,2009,0
13-JAN-2009,Antonov An-24RV,Daallo Airlines,0,Bosaso-Bender Qa...,Somalia,A1,2009,0
15-JAN-2009,Airbus A320-214,US Airways,0,"near Weehawken, NJ [H...",USA,A1,2009,0
15-JAN-2009,Ilyushin Il-76MD,Russian Ministry of Interior,4,Makhachkala Airp...,Russia,A1,2009,1
15-JAN-2009,Ilyushin Il-76MD,Russian Ministry of Interior,0,Makhachkala Airp...,Russia,A2,2009,0
15-JAN-2009,Learjet 35A,Skyservice Business Aviation,0,Casablanca-Moham...,Morocco,A2,2009,0
16-JAN-2009,IAI 1126 Galaxy,Ion Tiriac Air,0,Oradea Airport (...,Romania,A1,2009,0
16-JAN-2009,Beech 100 King Air,SkyNorth Air,0,"Island Lake, MB ...",Canada,A1,2009,0
19-JAN-2009,Fokker 100,"Chabahar Airlines, op.for Iran Air",0,Tehran-Mehrabad ...,Iran,A1,2009,0
20-JAN-2009,Bombardier Global 5000,Bombardier,0,Wichita-Mid-Cont...,USA,A2,2009,0
27-JAN-2009,ATR 42-320,"FedEx, op.for Empire Airlines",0,Lubbock Preston ...,USA,A1,2009,0
27-JAN-2009,Cessna 560 Citation V,Tyrol Air Ambulance,0,Novosibirsk-Tolm...,Russia,A2,2009,0
30-JAN-2009,C-17A Globemaster III,USAF,0,Bagram Air Base ...,Afghanistan,A2,2009,0
01-FEB-2009,Airbus A320-232,IndiGo Airlines,0,Delhi-Indira Gan...,India,H2,2009,0
04-FEB-2009,AMI DC-3-65TP,National Test Pilot School,0,Mojave-Kern Coun...,USA,A1,2009,0
04-FEB-2009,DHC-6 Twin Otter 100,Transwest Air,0,La Ronge Airport...,Canada,A1,2009,0
05-FEB-2009,Learjet 35A,Rajet Aeroservicios,0,Ciudad Victoria ...,Mexico,A2,2009,0
06-FEB-2009,Bombardier Global Express,JW Asset Management,0,St. Moritz-Samed...,Switzerland,A2,2009,0
07-FEB-2009,Cessna 650 Citation III,Air One Executive,2,Trigoria,Italy,A1,2009,1
07-FEB-2009,Embraer EMB-110P1 Bandeirante,Manaus AerotÃ¡xi,24,"near Santo AntÃ³nio, ...",Brazil,A1,2009,1
09-FEB-2009,Airbus A321-211,Air MÃ©diterranÃ©e,0,Paris-Charles de...,France,A2,2009,0
11-FEB-2009,Cessna 208B Grand Caravan,Airworks,0,Boma Airstrip,South Sudan,A1,2009,0
11-FEB-2009,Antonov An-2,Russian AF,0,near Pskov Airport (PKV),Russia,A1,2009,0
11-FEB-2009,Beech 200 Super King Air,Anadolu University Civil Aviation School,0,Eskisehir-Anadol...,Turkey,A1,2009,0
12-FEB-2009,DHC-8-402Q Dash 8,"Colgan Air, opf Continental Connection",50,near Buffalo Niagara ...,USA,A1,2009,1
12-FEB-2009,Dassault Falcon 100,Laret Aviation,2,St. Moritz-Samed...,Switzerland,A1,2009,1
12-FEB-2009,BAe 3102 Jetstream 31,Sky Express,0,Heraklion-N. Kaz...,Greece,A1,2009,0
13-FEB-2009,Avro RJ100,BA CityFlyer,0,London City Airp...,U.K.,A1,2009,0
14-FEB-2009,CASA C-212 Aviocar 200,Arctic Transportation Services,0,near Kotzebue-Ralph W...,USA,A2,2009,0
15-FEB-2009,HESA IrAn-140-100,HESA,5,near Isfahan/Shahin S...,Iran,A1,2009,1
15-FEB-2009,Cessna 208B Grand Caravan,Rutaca,0,Guasdualito-Vare...,Venezuela,A2,2009,0
18-FEB-2009,Basler Turbo 67 (DC-3T),Colombian AF,5,near Palanquero-Germa...,Colombia,A1,2009,1
18-FEB-2009,Basler Turbo 67 (DC-3T),Colombian Police,0,MedellÃ­n-Enriqu...,Colombia,O1,2009,0
20-FEB-2009,Antonov An-12B,Aerolift,5,Luxor Airport (LXR),Egypt,A1,2009,1
22-FEB-2009,Antonov An-2SX,Golden Rule Airlines,0,near Bishkek District...,Kyrgyzstan,A1,2009,0
24-FEB-2009,Lockheed C-130H Hercules,Egyptian AF,0,unknown,Egypt,A1,2009,0
25-FEB-2009,Boeing 737-8F2,THY,9,near Amsterdam-Schiph...,Netherlands,A1,2009,1
28-FEB-2009,Saab 2000,Carpatair,0,Timisoara Airpor...,Romania,A2,2009,0
01-MAR-2009,Beech 100 King Air,Command Air,6,"near San Miguel, Truj...",Venezuela,A1,2009,1
03-MAR-2009,Swearingen SA226-TC Metro II,Perimeter Airlines,0,Winnipeg-James A...,Canada,A2,2009,0
04-MAR-2009,Cessna 208 Caravan I,Air Serv Limited,0,Maridi Airport,South Sudan,A2,2009,0
06-MAR-2009,National Aerospace Laboratories (NAL) Saras,National Aerospace Laboratories,3,near Bidadi,India,A1,2009,1
06-MAR-2009,GAF Nomad N.22B,Thai AF,1,Lop Buri Air Base,Thailand,A1,2009,1
09-MAR-2009,Ilyushin Il-76T,Aerolift,11,near Entebbe Airport ...,Uganda,A1,2009,1
09-MAR-2009,MD-90-30,Lion Air,0,Jakarta-Soekarno...,Indonesia,A1,2009,0
13-MAR-2009,Boeing E-8C (707),USAF,0,near Qatar,Qatar,A1,2009,0
19-MAR-2009,Beech 200 Super King Air,Ecuador Army,7,near Quito-Mariscal S...,Ecuador,A1,2009,1
20-MAR-2009,Airbus A340-541,Emirates,0,Melbourne-Tullam...,Australia,A2,2009,0
23-MAR-2009,MD-11F,FedEx,2,Tokyo-Narita Air...,Japan,A1,2009,1
26-MAR-2009,Tupolev Tu-134AK,Russian AF,0,Dolinsk-Sokol Ai...,Russia,A1,2009,0
29-MAR-2009,Cessna 550 Citation II,Fritzi Jet LLC,0,Salt Lake City I...,USA,A2,2009,0
31-MAR-2009,PZL-Mielec M28TD Bryza 2RF,Polish Navy,4,Gdynia-Babie Doly,Poland,A1,2009,1
02-APR-2009,BN-2A Islander,Chemtrad Aviation,7,Barangay San Mig...,Philippines,A1,2009,1
06-APR-2009,Fokker F-27 Friendship 400M,Indonesian AF,24,Bandung-Husein S...,Indonesia,A1,2009,1
09-APR-2009,BAe-146-300,Aviastar Mandiri,6,near Wamena (WMX),Indonesia,A1,2009,1
11-APR-2009,Cessna 208B Grand Caravan,Lao Air,0,ThulakhÃ´m district,Laos,A2,2009,0
17-APR-2009,Cessna 208B Grand Caravan,LÃ­nea TurÃ­stica Aereotuy - LTA,1,Canaima Airport ...,Venezuela,A1,2009,1
19-APR-2009,Boeing 737-8AS,CanJet Airlines,0,Montego Bay-Sang...,Jamaica,H2,2009,0
20-APR-2009,Boeing 767-36NER,RAM,0,New York-John F....,USA,A2,2009,0
21-APR-2009,Bombardier DHC-8-402Q Dash 8,Porter Airlines,0,Ottawa/Macdonald...,Canada,A2,2009,0
22-APR-2009,Rockwell Sabreliner 60,Private,0,Banjul-Yundum In...,Gambia,A1,2009,0
25-APR-2009,Lockheed SP-2H Neptune,Neptune Aviation Services,3,"near Stockton, UT",USA,A1,2009,1
26-APR-2009,Douglas DC-3C,Four Star Air Cargo,0,San Juan-Luis Mu...,Puerto Rico,A1,2009,0
27-APR-2009,Boeing 737-2K9,Magnicharters,0,Guadalajara-Don ...,Mexico,A1,2009,0
29-APR-2009,Boeing 737-275,Bako Air,7,"Massamba, Bandun...",D.R. Congo,A1,2009,1
30-APR-2009,Antonov An-2,Yakutsk ASK ROSTO,3,Oi (Nemyugyuntsy...,Russia,A1,2009,1
04-MAY-2009,Airbus A320-211,Northwest Airlines,0,Denver Internati...,USA,A2,2009,0
04-MAY-2009,Antonov An-2,South Korea AF,0,near Seongmu Air Base,South Korea,A1,2009,0
06-MAY-2009,DC-10-30ER,World Airways,0,Baltimore/Washin...,USA,A1,2009,0
06-MAY-2009,Cessna 208B Grand Caravan,OLT,0,near Dornum,Germany,A2,2009,0
08-MAY-2009,Tupolev Tu-154M,Iran Airtour,0,near Mashhad Airport ...,Iran,A1,2009,0
08-MAY-2009,MD-90-30,Saudi Arabian,0,Riyadh-King Khal...,Saudi Arabia,A1,2009,0
08-MAY-2009,Boeing 747-48EF,Asiana Airlines,0,near Frankfurt Intern...,Germany,A2,2009,0
10-MAY-2009,BAe 3212 Jetstream 32,private,1,near Utila Airport (UII),Honduras,A1,2009,1
11-MAY-2009,Lockheed C-130B Hercules,Indonesian AF,0,Wamena Airport (...,Indonesia,A1,2009,0
18-MAY-2009,Antonov An-24T,"Air Atlantic Congo, lsf Phoenix Avia",0,Dire Dawa-Aba Te...,Ethiopia,A1,2009,0
20-MAY-2009,Lockheed L-100-30 Hercules,Indonesian AF,99,near Madiun-Iswahyudi...,Indonesia,A1,2009,1
22-MAY-2009,Beech B300 King Air 350,Santa Coloma Investimentos,14,Porto Seguro-Ter...,Brazil,A1,2009,1
26-MAY-2009,Antonov An-26,Services Air,3,near Isiro-Matari Air...,D.R. Congo,A1,2009,1
28-MAY-2009,DHC-5D Buffalo,Ecuador Army,0,Quevedo Airport,Ecuador,A1,2009,0
30-MAY-2009,ATR 42-500,PIA,0,Lahore Airport (...,Pakistan,A2,2009,0
01-JUN-2009,Airbus A330-203,Air France,228,near SÃ£o Pedro and S...,Atlantic Ocean,A1,2009,1
02-JUN-2009,DHC-6 Twin Otter 200,"Maldivian Air Taxi, lsf Kenn Borek Air",0,Halaveli Resort ...,Maldives,A1,2009,0
03-JUN-2009,DHC-6 Twin Otter 300,Skydive Airlines,0,Gryttjom airfiel...,Sweden,A2,2009,0
03-JUN-2009,MD-11F,China Cargo Airlines,0,Urumqi Airport (...,China,A2,2009,0
03-JUN-2009,Boeing 737-59D,Aeroflot-Nord,0,Simferopol Airpo...,Ukraine,A1,2009,0
06-JUN-2009,Fokker F-28 Fellowship 4000,Myanma Airways,0,Sittwe-Civil Air...,Myanmar,A1,2009,0
07-JUN-2009,BN-2A-27 Islander,Strait Air,1,near Port Hope Simpso...,Canada,A1,2009,1
08-JUN-2009,Antonov An-32,Indian AF,13,Rinchi village i...,India,A1,2009,1
09-JUN-2009,Antonov An-2R,Valor Air,0,"Kadamdzhayskom, ...",Kyrgyzstan,A1,2009,0
09-JUN-2009,MD-11F,Saudi Arabian,0,Khartoum-Civil A...,Sudan,A2,2009,0
